# From Valeria:
# We blasted human mitochondrial proteins against proteins from alpha-proteobacteria group (100 species for each of 10 genes in result). 
# Then FASTA with flat query-anchored alignment sequences was parced to count the amount of aminoacids in every sequence, exclude genes ATP8, ND6 and ND4L.
;HumanGeneAnalog;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
539;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];27;8;9;5;1;6;10;21;1;22;49;9;13;26;19;22;11;7;12;26
540;ND1;NADH-quinone oxidoreductase subunit NuoH [Azospirillum thermophilum];33;10;8;5;2;7;10;21;0;19;41;7;15;27;20;18;8;8;12;30
541;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];31;10;8;7;2;5;11;22;0;26;46;8;12;26;18;16;9;7;10;29
542;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas frigidaquae];30;10;8;5;3;6;11;24;0;23;44;7;18;27;15;17;10;10;10;26
543;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];32;11;9;5;3;4;10;23;2;20;40;8;12;21;18;17;11;8;12;36
544;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];27;10;7;7;2;6;11;21;0;27;44;7;12;27;18;18;12;7;11;27
545;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];30;10;9;6;1;6;11;22;0;24;45;7;16;27;18;17;8;7;10;29
546;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];27;10;7;7;2;6;11;21;0;27;44;7;12;27;18;18;12;7;11;27
547;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];29;10;9;6;1;5;11;24;0;22;45;8;15;26;18;16;9;8;10;31
548;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas gilardii];30;11;9;6;2;5;10;21;1;25;41;6;15;24;18;14;13;10;12;26
549;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas gilardii];30;11;9;6;2;5;10;21;1;25;41;6;15;24;18;14;13;10;12;26
550;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas gilardii];30;11;9;6;2;5;10;21;1;25;41;6;15;24;18;14;13;10;12;26
551;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];28;9;6;6;1;5;11;22;0;27;41;9;16;26;18;18;13;8;11;26
552;ND1;NADH-quinone oxidoreductase subunit NuoH [Azospirillum brasilense];30;11;9;6;2;5;10;21;1;25;41;6;15;24;18;14;13;10;12;26
553;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];27;9;9;7;3;5;10;18;0;27;48;10;11;27;17;19;11;7;11;26
554;ND1;NADH-quinone oxidoreductase subunit NuoH [Rickettsiales bacterium];20;9;11;7;0;7;10;21;1;34;41;10;11;28;16;21;13;7;13;22
555;ND1;NADH-quinone oxidoreductase subunit NuoH [Azospirillum brasilense];30;11;9;6;2;5;10;21;1;26;41;6;15;24;18;14;13;10;12;25
556;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];29;10;10;5;1;5;11;23;0;26;43;8;17;25;18;17;9;8;10;28
557;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium MED-G04];30;10;7;6;0;6;11;23;0;27;42;7;12;27;19;19;11;8;10;28
558;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];28;10;10;7;1;5;11;25;0;23;50;8;14;28;19;16;12;9;11;34
559;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseicella sp. DB1501];34;9;8;4;3;6;12;19;0;20;47;8;13;28;18;16;13;10;11;28
560;ND1;NADH-quinone oxidoreductase subunit NuoH [Phaeospirillum fulvum];30;12;9;5;2;5;10;28;2;20;46;7;12;25;18;18;10;9;13;38
561;ND1;NADH-quinone oxidoreductase subunit NuoH [Acidisphaera rubrifaciens];34;11;9;4;3;5;11;21;2;21;42;6;12;28;16;16;12;9;10;30
562;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodovarius sp. CCP-6];36;11;7;5;4;6;11;20;0;20;43;6;15;25;18;17;13;11;11;28
563;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas sp. TAS13];29;11;9;6;2;5;10;21;1;25;40;6;15;24;18;14;14;10;12;27
564;ND1;NADH-quinone oxidoreductase subunit NuoH [Magnetovibrio sp.];33;10;9;6;3;5;12;24;1;25;43;7;13;24;19;15;8;8;10;26
565;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];28;10;10;6;1;5;11;26;0;22;51;8;15;27;19;16;12;9;11;34
566;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];30;11;8;7;1;5;10;24;1;19;39;6;16;24;17;12;14;8;10;32
567;ND1;NADH-quinone oxidoreductase subunit NuoH [Acidisphaera sp. S103];30;11;8;6;3;7;10;22;1;20;43;6;14;26;16;17;11;10;10;28
568;ND1;NADH-quinone oxidoreductase subunit NuoH [Candidatus Nucleicultrix amoebiphila];30;10;10;4;1;6;12;19;1;29;46;8;12;25;19;20;7;8;11;24
569;ND1;NADH:ubiquinone oxidoreductase subunit H [Candidatus Nucleicultrix amoebiphila FS5];30;10;10;4;1;6;12;19;1;29;46;8;12;25;19;20;7;8;11;24
570;ND1;NADH-quinone oxidoreductase subunit H [Alphaproteobacteria bacterium MarineAlpha6_Bin3];21;9;10;6;0;5;10;19;2;36;41;9;9;30;17;22;10;7;13;22
571;ND1;NADH-quinone oxidoreductase subunit NuoH [Azospirillum lipoferum];33;11;7;4;2;7;12;21;0;23;40;6;15;28;18;18;11;8;11;26
572;ND1;NADH-quinone oxidoreductase subunit NuoH [Hwanghaeella grinnelliae];30;9;8;7;2;5;10;21;0;26;42;9;11;30;17;18;9;9;10;27
573;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas nepalensis];32;9;8;6;3;6;10;21;0;20;42;8;14;28;18;16;12;10;9;31
574;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];29;10;8;6;1;5;10;22;1;20;42;7;17;28;18;17;9;9;11;31
575;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];33;12;10;6;1;4;9;21;2;22;38;6;12;24;18;14;11;7;11;33
576;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas nepalensis];32;9;8;6;3;6;10;21;0;20;42;8;14;28;18;16;12;10;9;31
577;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium MED-G06];29;10;9;5;1;5;11;25;0;20;45;8;16;26;18;15;10;8;10;32
578;ND1;NADH-quinone oxidoreductase subunit NuoH [Phaeospirillum fulvum];27;11;8;5;2;4;11;24;2;14;41;6;11;24;17;18;8;8;13;37
579;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];29;10;10;5;1;5;11;26;0;21;50;8;16;26;19;16;12;9;11;35
580;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];31;10;10;6;1;5;11;27;0;23;49;8;18;27;19;16;12;10;10;32
581;ND1;NADH-quinone oxidoreductase subunit NuoH [Magnetovibrio sp.];31;11;10;5;3;4;10;22;2;28;40;8;15;26;18;17;10;8;10;24
582;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];28;10;10;6;1;5;11;26;0;23;49;8;16;27;19;16;12;10;10;32
583;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];27;10;8;5;2;5;10;26;2;26;47;7;10;24;18;17;10;8;11;33
584;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];31;11;9;5;3;4;10;23;2;20;40;8;12;21;18;17;11;8;12;36
585;ND1;NADH-quinone oxidoreductase subunit NuoH [Rickettsiales bacterium];20;10;12;6;1;5;11;22;1;28;45;7;9;24;13;20;10;7;11;23
586;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];38;10;8;7;2;7;9;19;0;22;43;7;14;25;18;17;11;10;11;25
587;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas sp. AR75];36;10;7;7;3;6;10;20;0;27;38;7;18;28;17;16;9;11;10;27
588;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas sp. CQN31];36;10;7;7;3;6;10;20;0;27;39;7;17;28;17;16;9;11;10;27
589;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];31;9;7;6;4;5;11;23;0;21;52;8;14;22;16;18;8;8;12;29
590;ND1;NADH-quinone oxidoreductase subunit NuoH [Phaeospirillum molischianum];25;11;8;5;2;4;10;25;2;18;40;6;14;22;17;21;7;8;13;33
591;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];29;10;10;5;1;5;11;26;0;19;50;8;16;25;19;16;12;9;11;36
592;ND1;unnamed protein product;36;10;8;5;0;6;12;22;2;21;42;8;7;28;17;13;14;11;9;32
593;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodovarius lipocyclicus];33;11;7;5;4;6;11;20;0;20;43;6;16;25;18;17;15;11;11;28
594;ND1;NADH-quinone oxidoreductase chain H (NADH dehydrogenase I, chain H) (NDH-1, chain H) [Phaeospirillum molischianum DSM 120];25;11;8;5;2;4;10;25;2;18;40;6;14;22;17;21;7;8;13;33
595;ND1;NADH-quinone oxidoreductase subunit NuoH [Candidatus Puniceispirillum sp.];30;10;8;7;1;5;9;22;0;22;43;8;17;25;18;18;8;8;10;31
596;ND1;NADH-quinone oxidoreductase subunit H [Acidocella sp. 20-61-6];32;9;8;5;2;5;9;22;2;30;40;7;11;28;16;17;12;8;9;27
597;ND1;NADH-quinone oxidoreductase subunit NuoH [Azospirillum doebereinerae];32;10;7;4;2;7;12;21;0;21;40;7;15;28;18;21;10;8;11;27
598;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];38;10;9;6;2;7;10;19;0;23;42;7;14;26;18;16;11;10;11;24
599;ND1;NADH-quinone oxidoreductase subunit NuoH [Azospirillum sp. TSO35-2];32;10;8;4;3;7;12;21;1;21;39;6;16;28;18;19;8;8;11;29
600;ND1;NADH-quinone oxidoreductase subunit NuoH [Magnetospirillum magneticum];32;9;9;6;1;7;9;26;1;20;48;9;14;27;17;17;12;11;11;33
601;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia muris];19;7;12;6;5;5;5;17;5;33;35;8;13;20;9;28;10;2;16;22
602;ND2;NADH dehydrogenase I, N subunit [Ehrlichia chaffeensis str. Arkansas];20;7;14;10;5;5;5;14;4;31;36;10;14;21;8;31;9;2;20;27
603;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia chaffeensis];20;7;14;10;5;5;5;14;4;31;36;10;14;21;8;31;9;2;20;27
604;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia minasensis];21;4;16;11;8;6;3;17;3;32;36;12;14;20;8;30;11;2;15;24
605;ND2;NADH-quinone oxidoreductase subunit NuoN [Magnetofaba australis];46;7;4;8;0;7;6;30;6;21;37;11;22;19;11;19;10;2;18;32
606;ND2;MULTISPECIES: NADH-quinone oxidoreductase subunit N [Ehrlichia];21;8;11;7;5;5;5;15;5;35;35;8;13;20;8;29;10;2;16;19
607;ND2;NADH-quinone oxidoreductase subunit NuoN [Magnetococcales bacterium];38;6;4;8;0;6;4;37;5;22;42;10;17;20;10;23;13;2;16;28
608;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia minasensis];22;4;15;11;8;6;3;17;3;32;36;12;14;20;8;31;10;2;15;24
609;ND2;hypothetical protein BGO27_07115 [Alphaproteobacteria bacterium 33-17];38;2;7;6;0;3;9;18;2;39;36;13;11;24;10;33;15;2;16;24
610;ND2;NADH-quinone oxidoreductase subunit NuoN [Pelagibacterales bacterium];29;3;9;7;0;5;9;19;2;41;47;15;12;27;8;39;18;3;17;18
611;ND2;NADH-quinone oxidoreductase subunit NuoN [Magnetococcales bacterium];39;6;5;6;0;5;5;36;5;27;40;11;16;22;10;26;13;2;15;22
612;ND2;NADH-quinone oxidoreductase subunit NuoN [Magnetococcales bacterium];36;5;4;9;0;6;3;37;5;27;41;11;18;21;10;25;11;2;15;25
613;ND2;NADH-quinone oxidoreductase subunit NuoN [Rickettsiales bacterium];29;3;5;5;0;5;7;20;2;40;45;13;13;27;8;37;18;3;14;17
614;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia sp. HF];19;6;12;6;5;4;6;15;5;33;35;9;13;20;8;29;13;2;16;21
615;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia canis];19;3;13;11;7;6;4;16;3;35;35;13;15;21;8;34;11;2;16;21
616;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia ruminantium];20;4;11;7;5;6;7;16;4;38;34;9;12;25;6;29;6;2;16;20
617;ND2;NADH-quinone oxidoreductase subunit NuoN [Micavibrio sp.];46;6;6;12;3;7;7;30;2;32;49;11;14;23;10;25;12;2;17;26
618;ND2;NADH-quinone oxidoreductase subunit NuoN [Magnetococcales bacterium];40;5;4;8;0;5;3;33;6;25;39;11;16;19;10;21;10;2;15;25
619;ND2;NADH-quinone oxidoreductase subunit NuoN [Rhodospirillaceae bacterium];45;6;6;13;3;7;7;30;2;32;49;11;14;23;10;25;12;2;17;26
620;ND2;NADH-quinone oxidoreductase subunit N [Alphaproteobacteria bacterium];18;5;10;9;3;6;7;22;2;39;42;12;8;24;10;30;11;2;12;27
621;ND2;NADH-quinone oxidoreductase subunit N [Alphaproteobacteria bacterium];22;5;10;11;3;4;9;25;5;47;49;15;10;31;11;35;6;2;14;17
622;ND2;NADH-quinone oxidoreductase subunit N [Alphaproteobacteria bacterium];43;8;11;5;2;6;9;26;3;25;48;8;13;27;13;22;15;2;12;28
623;ND2;NADH-quinone oxidoreductase subunit NuoN [Novosphingobium sp. AAP93];52;6;6;4;1;8;5;31;2;19;37;7;9;21;9;20;15;4;11;29
624;ND2;NADH-quinone oxidoreductase subunit NuoN [Alphaproteobacteria bacterium];48;8;3;7;0;7;5;28;2;17;47;6;18;22;10;25;10;2;15;30
625;ND2;NADH-quinone oxidoreductase chain N (NADH dehydrogenase I, chain N) (NDH-1, chain N) [Candidatus Magnetococcus massalia];42;5;6;8;0;7;7;36;4;24;39;9;18;18;11;19;12;2;16;27
626;ND2;NADH-quinone oxidoreductase subunit N [Holosporales bacterium];41;8;11;5;2;5;10;25;4;23;48;8;13;26;13;25;16;2;12;29
627;ND2;NADH dehydrogenase subunit N [alpha proteobacterium HIMB59];25;4;17;4;1;5;13;19;4;38;46;11;7;36;7;38;15;1;15;15
628;ND2;NADH-quinone oxidoreductase subunit NuoN [Novosphingobium lentum];52;9;5;8;0;5;9;33;3;20;43;9;12;22;11;22;17;4;11;34
629;ND2;NADH-quinone oxidoreductase subunit N [Ehrlichia ruminantium];21;5;11;7;5;6;7;14;3;31;36;9;13;23;6;28;8;2;17;25
630;ND2;NADH-quinone oxidoreductase subunit NuoN [Alteripontixanthobacter maritimus];58;8;7;12;1;6;7;32;3;27;44;10;10;22;9;20;15;3;13;30
631;ND2;NADH-quinone oxidoreductase subunit NuoN [Pelagibacterales bacterium];25;6;13;3;3;5;9;23;3;30;36;9;12;25;8;27;16;2;17;22
632;ND2;NADH-quinone oxidoreductase subunit NuoN, partial [Candidatus Magnetaquicoccus inordinatus];42;7;4;4;1;10;8;28;8;26;49;10;11;26;12;23;16;2;15;32
633;ND2;NADH-quinone oxidoreductase subunit NuoN [Magnetococcales bacterium];35;7;4;6;0;12;5;35;5;20;36;8;22;20;11;21;8;3;14;39
634;ND2;NADH-quinone oxidoreductase subunit NuoN [Novosphingobium sp. NDB2Meth1];53;6;5;5;1;7;5;31;2;18;37;7;9;21;10;20;15;4;11;29
635;ND2;NADH-quinone oxidoreductase subunit N [Caedimonas varicaedens];33;7;7;8;2;3;10;25;4;33;53;17;8;32;12;31;12;2;19;23
636;ND2;NADH-quinone oxidoreductase subunit NuoN [Magnetococcales bacterium];37;8;3;5;0;5;8;37;5;26;50;9;13;20;10;25;11;2;16;27
637;ND2;NADH-quinone oxidoreductase subunit N [Novosphingobium sp. SCN 63-17];44;6;5;6;0;5;5;32;2;20;36;9;12;21;11;26;13;3;10;30
638;ND2;NADH-quinone oxidoreductase subunit NuoN [Caulobacter sp.];40;8;7;8;0;6;7;31;5;20;53;7;12;19;10;21;18;3;15;25
639;ND2;NADH-quinone oxidoreductase subunit N [Candidatus Odyssella thessalonicensis];39;8;9;8;2;7;6;32;5;36;43;11;17;21;11;25;21;4;18;19
640;ND2;NADH-quinone oxidoreductase subunit N [Pelagibacterales bacterium];24;5;11;6;1;6;10;27;2;44;41;11;9;27;9;35;16;2;17;20
641;ND2;NADH-quinone oxidoreductase subunit N [Candidatus Arcanobacter lacustris];30;5;12;7;3;6;4;22;3;35;39;12;14;20;8;30;9;4;17;26
642;ND2;NADH-quinone oxidoreductase subunit NuoN [Rickettsiales bacterium];19;5;13;8;2;4;6;23;2;40;42;8;7;27;10;30;12;2;11;26
643;ND2;NADH-quinone oxidoreductase subunit N [SAR116 cluster bacterium];20;4;10;7;3;4;6;23;3;31;52;11;8;28;10;40;9;3;12;21
644;ND2;NADH-quinone oxidoreductase subunit N [Pelagibacteraceae bacterium TMED268];27;5;11;8;3;8;8;23;4;30;48;13;8;28;9;29;16;2;22;24
645;ND2;NADH-quinone oxidoreductase subunit NuoN [Sphingomonas sp. YZ-8];47;11;5;5;1;7;6;33;2;21;34;7;10;20;7;22;18;3;12;27
646;ND2;NADH-quinone oxidoreductase subunit NuoN [Bradyrhizobium arachidis];43;5;7;3;1;8;5;29;2;16;37;8;12;23;10;21;18;3;13;30
647;ND2;MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [Bradyrhizobium];43;5;7;3;1;8;5;29;2;16;37;8;12;23;10;22;17;3;13;30
648;ND2;NADH-quinone oxidoreductase subunit NuoN [Novosphingobium flavum];53;7;5;7;0;7;7;36;1;24;35;7;13;25;10;19;16;4;10;30
649;ND2;NADH-quinone oxidoreductase subunit N [Pelagibacterales bacterium];29;2;9;7;1;4;5;23;3;35;50;11;8;25;7;38;11;3;16;19
650;ND2;NADH-quinone oxidoreductase subunit NuoN [Rickettsiales bacterium];18;5;15;8;4;7;7;21;2;41;40;8;11;23;9;26;14;2;12;24
651;ND2;NADH-quinone oxidoreductase subunit N [Alphaproteobacteria bacterium];23;3;6;5;5;8;9;23;7;27;45;15;18;15;10;30;18;1;16;30
652;ND2;NADH-quinone oxidoreductase subunit N [Candidatus Finniella inopinata];35;8;12;4;2;10;5;28;3;31;54;8;15;19;13;24;18;2;14;21
653;ND2;NADH-quinone oxidoreductase subunit N [Rickettsiales bacterium];21;6;13;7;3;4;6;20;2;47;38;10;12;22;11;31;13;2;12;19
654;ND2;NADH-quinone oxidoreductase subunit NuoN [Candidatus Puniceispirillum sp.];42;7;2;7;3;9;7;23;6;19;49;9;11;20;11;20;10;2;10;29
655;ND2;NADH-quinone oxidoreductase subunit NuoN [Rickettsiales bacterium];21;6;13;11;3;5;9;20;2;45;41;11;11;24;10;33;12;2;12;27
656;ND2;NADH-quinone oxidoreductase subunit N [SAR116 cluster bacterium];21;3;17;6;4;6;7;23;2;50;45;13;6;30;10;29;6;2;14;15
657;ND2;NADH-quinone oxidoreductase subunit NuoN [Croceicoccus ponticola];57;7;7;9;0;6;6;26;1;20;39;6;9;20;9;19;12;4;11;28
658;ND2;NADH-quinone oxidoreductase subunit N [Pelagibacteraceae bacterium];20;4;17;6;1;8;10;21;2;36;45;13;8;41;6;38;17;1;14;15
659;ND2;NADH-quinone oxidoreductase subunit N [Pelagibacterales bacterium];30;2;10;7;1;4;11;23;2;38;54;16;9;31;8;41;13;3;17;24
660;ND2;NADH-quinone oxidoreductase subunit N [Pelagibacteraceae bacterium];20;4;17;6;1;8;10;21;2;36;45;13;8;41;6;38;17;1;14;15
661;ND2;NADH-quinone oxidoreductase subunit NuoN [Rickettsiales bacterium];18;5;15;8;4;7;7;21;2;42;41;8;10;24;9;26;14;2;11;23
662;ND2;NADH-quinone oxidoreductase subunit NuoN [Tsuneonella amylolytica];51;11;9;11;1;6;6;31;2;21;40;7;10;21;10;21;14;4;12;29
663;ND2;NADH-quinone oxidoreductase subunit NuoN [Acidimangrovimonas sediminis];44;8;4;8;0;5;8;29;4;19;45;9;17;21;10;26;17;3;15;28
664;ND2;NADH-quinone oxidoreductase subunit NuoN [Candidatus Pelagibacter sp. HIMB1321];27;6;12;11;2;7;8;21;5;37;51;13;10;27;10;36;13;3;20;20
665;ND2;NADH-quinone oxidoreductase subunit NuoN, partial [Mesorhizobium sp. M7A.F.Ca.CA.003.01.2.1];43;9;9;4;1;8;7;30;2;26;39;7;13;15;9;18;14;4;16;22
666;ND2;NADH-quinone oxidoreductase subunit NuoN [Candidatus Pelagibacter sp. IMCC9063];33;6;11;8;3;3;8;27;3;35;43;11;10;25;8;28;14;2;18;27
667;ND2;NADH-quinone oxidoreductase subunit NuoN, partial [Mesorhizobium sp. M7A.F.Ca.AU.002.02.1.1];43;9;9;4;1;8;7;30;2;26;39;7;13;15;9;18;14;4;16;22
668;ND2;NADH-quinone oxidoreductase subunit NuoN, partial [Mesorhizobium sp.];43;9;9;4;1;8;7;30;2;26;39;7;14;15;9;19;13;4;16;21
669;ND2;NADH-quinone oxidoreductase subunit NuoN [Pelagibacterales bacterium SAG-MED12];24;5;14;10;2;8;9;22;4;37;53;15;15;30;9;33;15;3;20;18
670;ND2;NADH-quinone oxidoreductase subunit NuoN [Aurantiacibacter aquimixticola];53;8;5;9;0;7;6;29;1;19;41;6;11;19;9;17;16;3;11;26
671;ND2;NADH-quinone oxidoreductase subunit NuoN [Sandaracinobacter sp. PAMC 28131];50;10;8;9;0;3;7;29;1;12;44;5;13;21;8;21;11;4;12;30
672;ND2;MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [unclassified Mesorhizobium];43;9;9;4;1;8;7;30;2;26;39;7;14;15;9;19;13;4;16;21
673;ND2;NADH-quinone oxidoreductase subunit NuoN [Pelagibacterales bacterium SAG-MED11];24;5;14;10;2;8;9;22;4;36;53;15;15;30;9;33;15;3;20;19
674;ND2;NADH-quinone oxidoreductase subunit NuoN [Candidatus Pelagibacter sp. TMED165];22;5;11;12;3;6;8;27;2;43;42;15;12;32;9;39;14;2;18;24
675;ND2;NADH-quinone oxidoreductase subunit NuoN, partial [Mesorhizobium sp.];43;9;9;4;1;8;7;30;2;25;39;7;14;15;9;19;13;4;16;22
676;ND2;NADH-quinone oxidoreductase subunit NuoN [Pelagibacterales bacterium SAG-MED13];26;6;11;6;2;8;8;20;3;29;48;8;9;23;8;30;11;2;18;18
677;ND2;NADH-quinone oxidoreductase subunit N [Candidatus Paracaedibacteraceae bacterium 'Lake Konstanz'];23;4;6;5;5;8;9;23;6;28;44;15;17;15;10;31;17;1;16;31
678;ND2;NADH-quinone oxidoreductase subunit NuoN [Pelagibacteraceae bacterium];28;5;10;4;3;4;10;25;4;32;36;10;13;24;9;24;15;2;15;19
679;ND2;NADH-quinone oxidoreductase subunit NuoN [Pelagibacterales bacterium SAG-MED50];24;5;12;10;2;9;9;20;4;34;45;12;7;26;8;31;13;2;20;18
680;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sp. M7A.F.Ca.MR.362.00.0.0];44;9;9;4;1;8;7;30;2;26;39;7;14;15;9;18;13;4;16;21
681;ND2;NADH-quinone oxidoreductase subunit NuoN, partial [Mesorhizobium sp. M7A.F.Ca.CA.004.12.1.1];44;9;9;4;1;8;7;30;2;26;39;7;14;15;9;18;13;4;16;21
682;ND2;NADH-quinone oxidoreductase subunit NuoN [Candidatus Pelagibacter sp. TMED165];28;5;14;5;2;6;9;25;2;48;39;12;11;24;9;32;14;2;17;19
683;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sp.];44;9;9;4;1;8;7;30;2;27;39;7;14;15;9;18;13;4;16;20
684;ND2;MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [unclassified Mesorhizobium];44;9;9;4;1;8;7;30;2;26;39;7;14;15;9;18;13;4;16;21
685;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sp. M00.F.Ca.ET.216.01.1.1];44;10;9;5;0;8;9;31;2;28;42;8;16;17;11;19;14;5;16;22
686;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sp. M7A.F.Ca.US.010.02.1.1];43;9;8;4;1;8;8;30;2;26;39;7;14;15;9;19;13;4;16;21
687;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium ciceri];44;9;9;3;1;8;8;30;2;26;39;7;14;15;9;18;13;4;16;21
688;ND2;NADH-quinone oxidoreductase subunit N [Rhodobacteraceae bacterium];29;4;11;4;2;4;9;26;3;29;48;11;8;24;10;29;10;4;10;21
689;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium kowhaii];43;9;9;4;1;8;7;30;2;26;39;7;14;15;9;19;13;4;16;21
690;ND2;NADH-quinone oxidoreductase subunit NuoN [Sphingomonas sp.];47;10;7;9;0;3;8;29;1;12;43;5;14;21;8;25;10;4;12;30
691;ND2;MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium];43;9;9;4;1;8;7;30;2;26;39;7;14;15;9;19;13;4;16;21
692;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1];43;9;9;4;1;8;7;30;2;26;39;7;14;15;9;19;13;4;16;21
693;ND2;NADH-quinone oxidoreductase subunit NuoN [Candidatus Pelagibacter sp.];31;7;14;4;3;6;11;24;3;48;36;10;12;26;9;26;11;2;17;19
694;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium loti];43;9;9;4;1;8;7;30;2;26;39;7;14;15;9;19;13;4;16;21
695;ND2;NADH-quinone oxidoreductase subunit N [Candidatus Pelagibacter sp. TMED196];22;5;13;6;2;6;10;27;3;40;38;12;17;26;10;31;12;2;17;23
696;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sp. M7A.F.Ca.US.006.01.1.1];43;9;9;4;1;8;7;30;2;26;39;7;14;15;9;19;13;4;16;21
697;ND2;NADH-quinone oxidoreductase subunit NuoN [Candidatus Pelagibacter ubique];26;6;10;11;4;9;8;18;4;31;45;12;8;23;8;30;12;2;21;23
698;ND2;NADH-quinone oxidoreductase subunit N [Rickettsiales bacterium];30;9;6;5;1;6;7;21;5;34;39;8;14;21;9;26;15;1;14;18
699;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sangaii];44;9;9;4;0;8;7;30;2;26;39;7;14;15;9;18;14;4;16;21
700;ND2;NADH-quinone oxidoreductase subunit NuoN [Mesorhizobium sophorae];44;9;9;4;0;8;7;30;2;25;39;7;14;15;9;18;14;4;16;22
701;ND3;NADH-quinone oxidoreductase subunit A [Bradyrhizobium canariense];3;2;0;3;1;1;3;2;1;3;15;1;0;7;7;4;1;1;1;2
702;ND3;NADH-quinone oxidoreductase subunit A [Bradyrhizobium canariense];3;2;0;3;1;1;3;2;1;4;15;1;0;7;7;4;0;1;1;2
703;ND3;NADH-quinone oxidoreductase subunit A [Rhodospirillaceae bacterium];11;5;1;4;2;2;5;5;0;12;13;3;1;13;4;7;2;3;3;8
704;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED12];7;2;2;6;2;0;6;7;0;14;15;4;3;16;5;7;2;3;3;4
