;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
19209;Pseudooceanicola_marinus;ND4;NADH-quinone oxidoreductase subunit M;45;12;6;15;1;10;12;36;6;32;60;13;31;38;15;28;29;9;15;40
19211;Amorphus_coralli;ND4;NADH-quinone oxidoreductase subunit M;41;9;2;9;2;7;13;30;8;23;49;10;22;33;15;19;23;9;15;31
19212;Roseitalea_porphyridii;ND4;NADH-quinone oxidoreductase subunit M;40;10;4;8;4;7;12;31;7;24;53;10;23;32;12;20;20;10;14;33
19213;Hyphomicrobium_sulfonivorans;ND4;NADH-quinone oxidoreductase subunit M;35;8;4;8;3;8;11;32;7;31;51;12;22;32;16;18;26;10;15;32
19214;Henriciella_barbarensis;ND4;NADH-quinone oxidoreductase subunit M;39;8;3;6;1;10;9;29;5;23;35;6;20;35;12;17;22;5;14;30
19215;Sphingomonas_zeae;ND4;NADH-quinone oxidoreductase subunit M;43;11;3;9;3;8;10;31;5;28;54;8;21;26;14;24;20;8;20;23
19216;Rhizobium_halotolerans;ND4;NADH-quinone oxidoreductase subunit M;40;8;7;10;3;8;10;29;6;28;47;13;23;29;11;18;20;10;17;37
19217;Novosphingobium_hassiacum;ND4;NADH-quinone oxidoreductase subunit M;45;10;5;12;3;9;8;33;6;29;48;8;25;26;15;21;18;9;18;33
19219;Amylibacter_ulvae;ND4;NADH-quinone oxidoreductase subunit M;45;9;7;17;2;9;12;36;8;36;55;13;29;35;13;21;29;9;15;43
19220;Rhizobium_arenae;ND4;NADH-quinone oxidoreductase subunit M;38;9;6;9;2;8;9;29;7;20;46;10;21;31;14;21;14;9;16;38
19221;Sphingobium_herbicidovorans;ND4;NADH-quinone oxidoreductase subunit M;46;9;5;10;4;8;13;33;6;27;50;8;30;23;15;19;17;11;21;33
19222;Rhizobium_glycinendophyticum;ND4;NADH-quinone oxidoreductase subunit M;39;8;5;9;2;8;10;29;6;25;47;10;19;31;13;19;19;9;16;33
19223;Ahrensia_kielensis;ND4;NADH-quinone oxidoreductase subunit M;42;9;4;6;4;6;12;29;6;27;45;9;23;35;12;19;18;10;14;27
19224;Palleronia_rufa;ND4;NADH-quinone oxidoreductase subunit M;41;9;6;13;1;9;9;36;6;30;60;10;20;32;14;23;23;9;15;36
19225;Phaeobacter_marinintestinus;ND4;NADH-quinone oxidoreductase subunit M;39;10;6;13;2;8;10;32;7;32;53;8;26;35;14;22;27;7;13;38
19226;Ferruginivarius_sediminum;ND4;NADH-quinone oxidoreductase subunit M;39;10;3;8;2;7;12;34;9;30;54;10;23;32;16;18;21;8;16;39
19227;Henriciella_pelagia;ND4;NADH-quinone oxidoreductase subunit M;42;8;4;8;2;9;12;32;6;31;44;9;20;33;15;22;22;7;13;36
19229;Insolitispirillum_peregrinum;ND4;NADH-quinone oxidoreductase subunit M;38;10;4;10;4;7;7;31;5;26;48;12;22;31;14;16;23;6;15;31
19231;Polymorphobacter_glacialis;ND4;NADH-quinone oxidoreductase subunit M;44;13;2;13;2;5;10;30;5;22;53;8;23;31;13;24;20;7;16;32
19232;Leisingera_methylohalidivorans;ND4;NADH-quinone oxidoreductase subunit M;41;11;3;16;1;7;8;38;7;25;49;11;29;40;12;23;24;7;15;45
19233;Rhizobium_giardinii;ND4;NADH-quinone oxidoreductase subunit M;39;10;6;9;3;9;9;30;5;26;50;12;20;31;13;24;20;9;18;38
19235;Magnetovibrio_blakemorei;ND4;NADH-quinone oxidoreductase subunit M;39;12;4;10;2;7;11;30;7;29;53;11;22;30;14;21;22;8;18;40
19236;Aureimonas_psammosilene;ND4;NADH-quinone oxidoreductase subunit M;37;11;6;9;3;5;13;30;5;26;50;11;18;32;13;23;20;10;17;35
19237;Thalassorhabdomicrobium_marinisediminis;ND4;NADH-quinone oxidoreductase subunit M;38;10;4;13;2;8;8;35;5;24;55;10;28;36;15;20;29;8;14;40
19238;Nitratireductor_basaltis;ND4;NADH-quinone oxidoreductase subunit M;38;10;5;9;3;6;12;31;7;30;49;11;23;32;13;21;19;9;16;30
19239;Shimia_aestuarii;ND4;NADH-quinone oxidoreductase subunit M;39;10;7;13;1;8;13;36;6;31;56;13;29;35;14;19;24;10;16;39
19240;Oceaniradius_stylonematis;ND4;NADH-quinone oxidoreductase subunit M;41;10;4;10;3;6;11;31;7;26;53;11;22;32;12;18;20;10;14;33
19241;Croceicoccus_marinus;ND4;NADH-quinone oxidoreductase subunit M;48;11;5;11;3;9;10;35;7;32;48;7;27;28;14;15;15;10;16;26
19242;Pseudooctadecabacter_jejudonensis;ND4;NADH-quinone oxidoreductase subunit M;44;12;7;13;2;9;12;36;5;29;58;13;33;39;14;24;33;10;15;46
19244;Sneathiella_chinensis;ND4;NADH-quinone oxidoreductase subunit M;29;10;4;8;3;7;9;32;6;30;44;7;22;33;12;17;26;8;16;34
19245;Ponticaulis_koreensis;ND4;NADH-quinone oxidoreductase subunit M;39;8;3;7;1;11;13;33;6;33;41;10;20;36;13;19;22;5;14;36
19246;Pseudophaeobacter_arcticus;ND4;NADH-quinone oxidoreductase subunit M;42;10;3;18;1;8;8;36;8;27;52;13;30;38;12;21;27;8;15;42
19247;Jiella_endophytica;ND4;NADH-quinone oxidoreductase subunit M;36;8;5;7;3;8;11;30;7;26;48;11;20;31;13;18;20;8;15;32
19249;Pseudorhodobacter_ferrugineus;ND4;NADH-quinone oxidoreductase subunit M;40;10;6;14;3;9;7;35;7;30;53;9;25;34;14;22;25;7;14;38
19250;Ruegeria_profundi;ND4;NADH-quinone oxidoreductase subunit M;41;10;5;13;1;8;11;33;6;28;53;9;29;34;12;24;24;7;15;39
19251;Phaeobacter_porticola;ND4;NADH-quinone oxidoreductase subunit M;42;10;4;14;1;9;7;39;6;28;52;13;29;38;12;20;26;7;15;40
19252;Sphingomonas_parva;ND4;NADH-quinone oxidoreductase subunit M;49;11;7;9;3;11;10;37;6;31;62;9;22;31;15;22;18;13;19;36
19253;Paracoccus_ravus;ND4;NADH-quinone oxidoreductase subunit M;38;14;5;13;2;9;11;38;6;30;55;14;31;41;17;20;31;9;16;43
19254;Parasphingopyxis_algicola;ND4;NADH-quinone oxidoreductase subunit M;37;9;4;10;4;8;16;32;5;26;49;10;25;26;14;22;13;10;19;30
19255;Actibacterium_atlanticum;ND4;NADH-quinone oxidoreductase subunit M;40;10;7;12;3;10;7;35;7;29;58;9;27;33;14;21;24;9;14;33
19257;Phyllobacterium_phragmitis;ND4;NADH-quinone oxidoreductase subunit M;42;9;7;7;3;7;11;28;6;27;45;9;17;34;12;22;15;9;12;35
19258;Sphingomonas_soli;ND4;NADH-quinone oxidoreductase subunit M;43;11;8;10;3;6;12;34;7;26;54;8;27;28;16;21;16;10;16;32
19261;Pseudooceanicola_antarcticus;ND4;NADH-quinone oxidoreductase subunit M;48;11;6;17;1;10;9;36;6;32;61;14;31;38;15;30;28;9;16;36
19262;Sulfitobacter_geojensis;ND4;NADH-quinone oxidoreductase subunit M;49;11;8;14;2;12;13;39;6;32;58;13;28;40;14;24;25;10;14;45
19263;Planktotalea_arctica;ND4;NADH-quinone oxidoreductase subunit M;48;11;6;16;0;11;10;37;6;31;54;8;32;38;15;24;27;8;15;45
19264;Celeribacter_manganoxidans;ND4;NADH-quinone oxidoreductase subunit M;49;11;10;13;2;11;13;39;6;31;59;11;27;40;14;22;29;9;16;42
19265;Paracoccus_limosus;ND4;NADH-quinone oxidoreductase subunit M;42;12;6;13;1;9;11;38;7;26;56;12;31;41;16;17;35;9;17;44
19266;Crenalkalicoccus_roseus;ND4;NADH-quinone oxidoreductase subunit M;47;18;5;9;3;3;12;31;6;24;57;5;20;31;16;17;19;8;17;42
19267;Primorskyibacter_marinus;ND4;NADH-quinone oxidoreductase subunit M;45;12;6;14;1;10;11;40;7;27;60;13;31;39;15;27;27;10;15;44
19268;Azospirillum_lipoferum;ND4;NADH-quinone oxidoreductase subunit M;41;12;5;9;3;7;12;32;5;22;51;11;23;30;18;15;20;9;18;45
19269;Sphingomonas_ginsenosidivorax;ND4;NADH-quinone oxidoreductase subunit M;40;12;3;9;3;8;9;32;5;26;49;7;23;31;13;25;22;8;17;27
19270;Mangrovicella_endophytica;ND4;NADH-quinone oxidoreductase subunit M;37;12;5;7;3;7;14;30;5;26;49;10;16;32;14;21;21;9;16;40
19271;Sphingomonas_turrisvirgatae;ND4;NADH-quinone oxidoreductase subunit M;55;12;7;11;4;11;13;38;5;33;66;9;24;32;19;21;23;12;17;35
19272;Pseudohalocynthiibacter_aestuariivivens;ND4;NADH-quinone oxidoreductase subunit M;48;12;8;14;1;9;13;38;7;28;59;13;30;39;14;24;26;9;16;46
19273;Emcibacter_nanhaiensis;ND4;NADH-quinone oxidoreductase subunit M;37;9;5;7;5;7;12;29;5;24;53;8;22;30;11;19;21;8;17;28
19274;Nitratireductor_indicus;ND4;NADH-quinone oxidoreductase subunit M;38;8;5;7;3;7;11;29;7;26;45;9;24;32;13;16;20;9;14;34
19275;Kandeliimicrobium_roseum;ND4;NADH-quinone oxidoreductase subunit M;47;12;9;15;3;10;9;37;8;30;63;11;28;39;15;26;24;9;16;40
19276;Aureimonas_ureilytica;ND4;NADH-quinone oxidoreductase subunit M;38;12;4;10;3;6;10;30;6;24;52;11;22;30;14;22;20;8;16;36
19277;Agrobacterium_rosae;ND4;NADH-quinone oxidoreductase subunit M;38;9;6;10;3;7;10;30;6;26;45;13;22;30;12;22;21;9;17;38
19279;Azospirillum_palustre;ND4;NADH-quinone oxidoreductase subunit M;41;12;5;9;3;7;12;32;5;23;51;11;23;30;18;15;20;9;18;44
19280;Paracoccus_halophilus;ND4;NADH-quinone oxidoreductase subunit M;46;17;5;14;1;8;10;37;6;30;63;10;24;37;15;22;32;9;18;39
19281;Phaeobacter_inhibens;ND4;NADH-quinone oxidoreductase subunit M;42;10;4;15;1;8;6;39;7;29;52;13;29;38;12;20;26;7;15;39
19282;Roseovarius_nanhaiticus;ND4;NADH-quinone oxidoreductase subunit M;44;14;6;15;1;10;13;38;6;31;59;13;28;39;14;26;29;9;15;44
19283;Agrobacterium_bohemicum;ND4;NADH-quinone oxidoreductase subunit M;39;9;6;10;3;7;10;30;7;27;45;13;22;30;11;22;22;9;16;36
19284;Novosphingobium_fluoreni;ND4;NADH-quinone oxidoreductase subunit M;43;11;5;11;2;10;10;37;7;26;57;7;26;29;16;26;20;8;20;34
19285;Maliponia_aquimaris;ND4;NADH-quinone oxidoreductase subunit M;46;13;9;15;3;10;13;40;8;33;53;13;32;38;11;23;24;8;15;41
19286;Rhodobacter_xinxiangensis;ND4;NADH-quinone oxidoreductase subunit M;40;10;3;15;3;10;7;35;7;33;48;9;26;34;12;26;24;7;16;37
19287;Rhizobium_lentis;ND4;NADH-quinone oxidoreductase subunit M;39;9;9;11;2;8;9;37;7;28;51;13;23;32;13;22;23;12;18;44
19288;Loktanella_salsilacus;ND4;NADH-quinone oxidoreductase subunit M;41;11;9;14;2;11;10;39;6;36;57;10;31;38;16;27;28;9;15;44
19289;Salipiger_bermudensis;ND4;NADH-quinone oxidoreductase subunit M;47;11;8;15;1;10;13;36;7;32;52;12;32;37;12;22;24;10;15;37
19290;Rhizobium_tubonense;ND4;NADH-quinone oxidoreductase subunit M;41;9;5;10;2;8;9;29;6;25;50;13;22;29;14;21;21;9;18;34
19291;Methyloceanibacter_methanicus;ND4;NADH-quinone oxidoreductase subunit M;32;8;6;7;3;7;8;32;8;27;53;6;20;30;15;20;23;8;13;30
19292;Rhodovastum_atsumiense;ND4;NADH-quinone oxidoreductase subunit M;45;14;2;10;2;6;8;32;5;22;56;6;23;34;17;24;23;8;16;40
19293;Rhizobium_soli;ND4;NADH-quinone oxidoreductase subunit M;39;9;5;9;3;10;11;31;5;26;49;14;24;27;11;18;21;9;17;36
19294;Alteriqipengyuania_halimionae;ND4;NADH-quinone oxidoreductase subunit M;51;10;7;12;3;10;7;29;5;33;47;7;21;28;13;19;20;9;16;29
19295;Acidimangrovimonas_sediminis;ND4;NADH-quinone oxidoreductase subunit M;47;12;9;10;2;11;11;39;9;39;54;11;23;42;16;21;29;9;17;39
19297;Pelagicola_litorisediminis;ND4;NADH-quinone oxidoreductase subunit M;42;11;4;11;1;7;12;34;7;28;52;10;29;33;14;25;23;7;14;38
19298;Rhizobium_freirei;ND4;NADH-quinone oxidoreductase subunit M;38;9;9;12;2;11;10;33;7;31;54;14;22;33;16;24;22;12;19;39
19299;Sphingorhabdus_lacus;ND4;NADH-quinone oxidoreductase subunit M;37;8;5;8;2;8;10;33;6;29;49;9;21;25;13;20;19;8;16;27
19300;Aurantiacibacter_luteus;ND4;NADH-quinone oxidoreductase subunit M;56;11;6;11;2;11;9;36;6;35;55;7;23;29;14;20;12;8;17;27
19301;Roseovarius_azorensis;ND4;NADH-quinone oxidoreductase subunit M;46;14;7;14;1;9;16;37;8;30;58;13;27;40;14;20;29;9;15;47
19302;Paracoccus_sanguinis;ND4;NADH-quinone oxidoreductase subunit M;41;12;5;12;0;7;9;33;5;25;57;8;24;34;18;19;31;8;15;39
19303;Methyloceanibacter_caenitepidi;ND4;NADH-quinone oxidoreductase subunit M;36;9;6;8;3;10;9;31;7;30;60;7;20;31;16;20;25;9;13;31
19304;Sphingosinithalassobacter_portus;ND4;NADH-quinone oxidoreductase subunit M;42;10;5;10;3;10;9;30;6;25;58;7;22;27;15;19;22;9;16;31
19305;Sphingomonas_aquatilis;ND4;NADH-quinone oxidoreductase subunit M;38;13;4;8;3;9;11;30;7;28;53;6;22;29;13;27;20;8;17;23
19306;Rubellimicrobium_roseum;ND4;NADH-quinone oxidoreductase subunit M;52;14;9;10;0;12;14;41;6;30;55;7;24;41;16;22;27;9;15;50
19307;Azospirillum_thiophilum;ND4;NADH-quinone oxidoreductase subunit M;40;12;5;9;3;7;12;31;5;21;54;11;21;30;17;15;20;8;17;43
19308;Elstera_litoralis;ND4;NADH-quinone oxidoreductase subunit M;39;11;4;9;2;9;14;31;6;27;55;10;15;35;14;22;20;9;14;35
19309;Rhizobium_bangladeshense;ND4;NADH-quinone oxidoreductase subunit M;39;9;9;11;2;8;9;37;7;30;51;13;23;33;13;22;22;12;18;42
19310;Mesorhizobium_alhagi;ND4;NADH-quinone oxidoreductase subunit M;35;9;6;9;2;7;11;33;7;30;54;12;23;35;15;21;19;8;15;36
19311;Henriciella_marina;ND4;NADH-quinone oxidoreductase subunit M;39;8;3;6;1;9;9;29;5;22;35;6;20;35;12;17;22;5;14;31
19312;Devosia_elaeis;ND4;NADH-quinone oxidoreductase subunit M;41;10;5;10;1;8;8;32;6;22;45;7;24;34;12;17;19;9;12;34
19313;Sediminimonas_qiaohouensis;ND4;NADH-quinone oxidoreductase subunit M;46;11;5;15;1;9;7;35;6;31;56;9;26;33;14;18;28;7;14;34
19314;Georhizobium_profundi;ND4;NADH-quinone oxidoreductase subunit M;43;12;6;10;3;5;12;29;6;33;55;12;20;33;13;19;17;9;16;33
19315;Sphingomonas_faeni;ND4;NADH-quinone oxidoreductase subunit M;41;11;4;9;3;8;10;32;6;29;52;8;25;31;15;23;24;10;18;29
19316;Pseudooceanicola_nitratireducens;ND4;NADH-quinone oxidoreductase subunit M;44;11;7;15;1;11;11;40;6;34;58;13;32;37;14;26;29;10;16;39
19317;Roseivivax_sediminis;ND4;NADH-quinone oxidoreductase subunit M;45;12;10;14;1;9;15;38;7;34;58;12;27;38;14;20;26;9;15;40
19318;Azospirillum_ramasamyi;ND4;NADH-quinone oxidoreductase subunit M;39;12;6;9;3;6;12;32;6;24;52;11;22;31;16;18;18;9;17;45
19319;Sphingomonas_haloaromaticamans;ND4;NADH-quinone oxidoreductase subunit M;47;9;1;12;4;8;12;31;5;21;51;9;26;28;14;21;15;8;18;33
19320;Donghicola_mangrovi;ND4;NADH-quinone oxidoreductase subunit M;38;10;7;10;2;8;12;32;6;34;50;10;27;35;14;23;26;7;15;36
19321;Limimaricola_variabilis;ND4;NADH-quinone oxidoreductase subunit M;44;9;6;11;1;10;8;32;6;28;53;11;23;34;15;21;25;9;15;41
19322;Pseudooceanicola_flagellatus;ND4;NADH-quinone oxidoreductase subunit M;44;11;7;15;1;10;12;40;6;29;59;12;34;36;14;23;31;9;17;44
19324;Primorskyibacter_sedentarius;ND4;NADH-quinone oxidoreductase subunit M;41;10;6;13;1;11;11;39;7;29;59;12;30;37;15;26;29;9;15;43
19325;Paracoccus_sulfuroxidans;ND4;NADH-quinone oxidoreductase subunit M;36;14;5;13;1;7;13;37;5;29;55;12;29;41;16;21;39;9;17;43
19326;Altererythrobacter_rhizovicinus;ND4;NADH-quinone oxidoreductase subunit M;42;9;6;10;3;11;10;34;6;31;54;7;23;26;14;18;15;11;16;29
19327;Neorhizobium_galegae;ND4;NADH-quinone oxidoreductase subunit M;36;8;6;8;3;7;10;30;6;25;43;11;23;27;11;20;20;9;16;38
19328;Sphingomonas_daechungensis;ND4;NADH-quinone oxidoreductase subunit M;43;9;4;9;2;8;10;33;6;23;45;11;25;29;15;21;17;8;16;35
19329;Altererythrobacter_aquaemixtae;ND4;NADH-quinone oxidoreductase subunit M;47;9;7;11;2;9;14;35;6;33;57;11;26;29;14;22;15;10;19;28
19330;Maribius_salinus;ND4;NADH-quinone oxidoreductase subunit M;46;9;6;10;2;10;11;33;6;28;56;9;25;32;15;19;26;9;14;36
19331;Roseivivax_lentus;ND4;NADH-quinone oxidoreductase subunit M;38;10;7;12;1;8;9;35;8;33;49;11;28;33;13;18;23;7;13;36
19333;Sinorhizobium_fredii;ND4;NADH-quinone oxidoreductase subunit M;38;10;6;10;2;8;9;29;5;27;54;13;20;29;14;21;23;9;19;35
19334;Ruegeria_sediminis;ND4;NADH-quinone oxidoreductase subunit M;41;10;3;14;0;9;10;34;6;25;51;9;29;34;12;25;23;7;15;45
19335;Sphingorhabdus_rigui;ND4;NADH-quinone oxidoreductase subunit M;35;8;5;8;2;11;7;33;5;29;50;8;21;25;13;22;19;7;16;28
19336;Pelagerythrobacter_marensis;ND4;NADH-quinone oxidoreductase subunit M;46;8;6;11;3;12;11;34;5;30;53;8;25;26;17;18;16;13;17;29
19337;Paenochrobactrum_gallinarii;ND4;NADH-quinone oxidoreductase subunit M;38;8;6;7;2;8;10;29;6;30;44;10;18;35;12;21;17;9;14;33
19338;Azospirillum_doebereinerae;ND4;NADH-quinone oxidoreductase subunit M;38;12;5;9;3;7;12;36;6;21;48;11;23;30;15;15;19;8;18;42
19340;Sphingorhabdus_wooponensis;ND4;NADH-quinone oxidoreductase subunit M;42;9;5;10;2;10;9;34;6;29;51;8;23;28;15;23;20;9;17;31
19341;Novosphingobium_kunmingense;ND4;NADH-quinone oxidoreductase subunit M;50;9;5;12;2;8;11;34;6;28;53;9;28;25;16;20;13;10;17;32
19342;Rhizobium_ipomoeae;ND4;NADH-quinone oxidoreductase subunit M;41;9;5;11;2;8;10;29;6;27;50;12;22;30;13;20;18;9;17;35
19343;Limimaricola_soesokkakensis;ND4;NADH-quinone oxidoreductase subunit M;48;12;6;15;1;12;10;38;6;29;57;13;25;40;16;23;27;11;16;49
19344;Thalassospira_mesophila;ND4;NADH-quinone oxidoreductase subunit M;39;10;4;9;2;6;13;32;8;30;52;9;21;33;15;21;23;8;15;29
19345;Qipengyuania_sediminis;ND4;NADH-quinone oxidoreductase subunit M;47;14;5;10;2;8;9;32;7;29;52;5;27;27;15;22;16;9;15;25
19346;Roseovarius_aestuariivivens;ND4;NADH-quinone oxidoreductase subunit M;42;10;5;11;1;9;11;34;6;30;51;10;28;32;14;20;27;7;14;40
19347;Profundibacter_amoris;ND4;NADH-quinone oxidoreductase subunit M;35;10;5;15;2;8;7;34;6;29;52;11;25;35;13;21;26;8;14;36
19348;Rhodovulum_adriaticum;ND4;NADH-quinone oxidoreductase subunit M;41;11;6;15;3;8;8;38;7;29;50;9;26;32;14;18;24;9;14;40
19349;Sagittula_stellata;ND4;NADH-quinone oxidoreductase subunit M;46;10;7;14;3;10;13;38;7;30;50;10;31;38;12;23;29;8;15;43
19350;Gemmobacter_lanyuensis;ND4;NADH-quinone oxidoreductase subunit M;40;10;3;16;3;7;9;34;8;28;54;9;28;34;12;21;24;6;16;40
19351;Marivita_hallyeonensis;ND4;NADH-quinone oxidoreductase subunit M;40;12;8;13;1;14;14;38;7;32;58;10;28;37;12;24;25;9;14;40
19353;Roseivivax_pacificus;ND4;NADH-quinone oxidoreductase subunit M;44;12;7;15;1;10;13;38;7;30;58;12;26;34;12;27;23;10;15;42
19354;Jhaorihella_thermophila;ND4;NADH-quinone oxidoreductase subunit M;38;9;3;13;1;8;11;32;9;29;57;10;25;36;16;21;27;7;13;37
19355;Denitrobaculum_tricleocarpae;ND4;NADH-quinone oxidoreductase subunit M;33;11;2;8;3;8;12;32;5;27;49;7;20;28;12;21;21;7;16;36
19356;Tsuneonella_troitsensis;ND4;NADH-quinone oxidoreductase subunit M;45;9;5;11;3;9;12;33;6;32;54;7;25;29;15;22;17;10;17;29
19357;Marivita_lacus;ND4;NADH-quinone oxidoreductase subunit M;43;13;8;14;1;14;13;36;7;35;57;11;28;37;13;24;26;9;14;41
19358;Sphingobium_vermicomposti;ND4;NADH-quinone oxidoreductase subunit M;48;9;6;10;3;10;12;33;6;28;49;8;28;24;15;18;17;10;20;34
19359;Paracoccus_luteus;ND4;NADH-quinone oxidoreductase subunit M;45;16;5;14;0;6;6;35;5;25;59;6;25;33;17;19;24;8;15;39
19360;Pseudooceanicola_algae;ND4;NADH-quinone oxidoreductase subunit M;43;11;7;15;1;10;10;38;6;31;59;13;31;37;16;26;29;10;17;44
19361;Henriciella_aquimarina;ND4;NADH-quinone oxidoreductase subunit M;40;8;4;8;1;10;12;32;6;31;44;8;19;34;14;19;23;6;13;31
19362;Rhodospira_trueperi;ND4;NADH-quinone oxidoreductase subunit M;36;10;4;8;3;6;11;29;6;22;52;10;23;28;13;18;18;6;15;38
19363;Kordiimonas_sediminis;ND4;NADH-quinone oxidoreductase subunit M;34;9;6;13;1;6;12;36;6;33;47;10;19;33;13;22;19;11;15;42
19365;Rhodobacter_flagellatus;ND4;NADH-quinone oxidoreductase subunit M;42;12;7;15;2;9;11;37;8;31;57;12;28;40;14;22;31;9;16;40
19366;Tistrella_bauzanensis;ND4;NADH-quinone oxidoreductase subunit M;33;13;5;12;3;5;10;34;8;25;57;8;19;33;13;20;21;8;15;39
19367;Sphingomonas_asaccharolytica;ND4;NADH-quinone oxidoreductase subunit M;39;10;6;9;3;7;13;33;8;26;59;9;21;29;16;23;20;9;16;32
19368;Caulobacter_flavus;ND4;NADH-quinone oxidoreductase subunit M;33;11;6;6;3;6;13;33;6;33;45;11;20;28;16;22;22;8;17;36
19369;Sphingomonas_solaris;ND4;NADH-quinone oxidoreductase subunit M;41;12;4;10;2;8;11;33;6;26;52;7;25;26;14;19;19;9;17;32
19370;Tsuneonella_mangrovi;ND4;NADH-quinone oxidoreductase subunit M;39;8;3;8;3;11;10;32;7;29;52;8;25;28;13;21;21;7;18;26
19371;Paracoccus_mutanolyticus;ND4;NADH-quinone oxidoreductase subunit M;43;12;5;14;1;7;12;38;6;30;55;13;28;42;17;22;32;9;16;41
19372;Rubellimicrobium_rubrum;ND4;NADH-quinone oxidoreductase subunit M;49;16;10;13;0;12;10;39;5;30;62;9;24;40;14;23;27;9;14;48
19373;Paracoccus_laeviglucosivorans;ND4;NADH-quinone oxidoreductase subunit M;36;13;6;14;2;7;12;38;6;35;53;12;30;41;15;23;35;9;17;39
19374;Paracoccus_salipaludis;ND4;NADH-quinone oxidoreductase subunit M;44;15;3;12;0;8;9;34;5;30;54;7;24;38;17;21;26;9;14;32
19375;Parasedimentitalea_marina;ND4;NADH-quinone oxidoreductase subunit M;39;10;6;11;1;8;10;36;6;26;48;10;33;36;12;23;25;7;13;42
19377;Novosphingobium_acidiphilum;ND4;NADH-quinone oxidoreductase subunit M;39;9;5;7;1;6;10;31;6;32;46;7;21;27;13;20;20;8;19;26
19378;Novosphingobium_indicum;ND4;NADH-quinone oxidoreductase subunit M;38;9;5;9;3;7;11;36;6;30;50;6;23;28;13;22;17;8;18;26
19379;Ochrobactrum_endophyticum;ND4;NADH-quinone oxidoreductase subunit M;43;8;7;7;3;7;10;29;6;30;45;10;16;33;12;20;16;9;14;32
19380;Henriciella_algicola;ND4;NADH-quinone oxidoreductase subunit M;39;8;3;7;1;8;9;29;5;23;36;6;20;34;12;17;21;6;14;30
19382;Rhizobium_ecuadorense;ND4;NADH-quinone oxidoreductase subunit M;38;8;6;9;2;7;8;30;5;25;45;11;23;29;12;20;18;9;17;35
19383;Neorickettsia_sennetsu;ND4;NADH-quinone oxidoreductase subunit M;33;7;4;6;4;7;12;29;8;39;57;12;11;39;13;24;19;4;13;20
19384;Donghicola_eburneus;ND4;NADH-quinone oxidoreductase subunit M;43;10;7;11;2;8;11;32;6;35;48;10;26;35;14;22;24;7;15;36
19385;Azospirillum_humicireducens;ND4;NADH-quinone oxidoreductase subunit M;40;12;5;9;3;7;12;31;5;25;53;11;20;31;17;15;19;8;16;42
19386;Pelagivirga_dicentrarchi;ND4;NADH-quinone oxidoreductase subunit M;48;13;6;14;1;8;13;40;6;31;58;13;27;40;15;26;26;9;15;44
19387;Epibacterium_ulvae;ND4;NADH-quinone oxidoreductase subunit M;40;10;6;16;1;8;7;35;7;30;47;10;30;37;12;19;28;7;14;38
19388;Qipengyuania_algicida;ND4;NADH-quinone oxidoreductase subunit M;50;11;7;12;2;9;9;30;7;26;55;7;28;29;14;22;14;10;18;28
19390;Aurantiacibacter_marinus;ND4;NADH-quinone oxidoreductase subunit M;45;9;7;11;4;9;9;32;6;29;50;7;24;28;13;19;17;10;18;29
19391;Thalassobius_gelatinovorus;ND4;NADH-quinone oxidoreductase subunit M;36;9;6;12;1;10;10;38;6;31;50;11;27;35;15;23;21;8;15;38
19393;Aliiroseovarius_crassostreae;ND4;NADH-quinone oxidoreductase subunit M;42;9;6;13;1;7;11;35;7;29;48;12;28;36;12;20;23;7;16;39
19394;Pelagivirga_sediminicola;ND4;NADH-quinone oxidoreductase subunit M;50;13;6;14;1;9;13;39;6;30;61;13;27;40;15;26;24;9;15;42
19397;Amylibacter_kogurei;ND4;NADH-quinone oxidoreductase subunit M;44;9;7;18;2;9;11;37;8;35;54;13;29;37;13;21;29;9;14;44
19399;Sneathiella_chungangensis;ND4;NADH-quinone oxidoreductase subunit M;32;13;4;11;3;8;11;33;6;38;50;8;21;33;14;16;24;7;15;34
19400;Sulfitobacter_indolifex;ND4;NADH-quinone oxidoreductase subunit M;39;9;8;14;2;10;13;36;7;27;51;9;29;40;12;20;27;8;13;39
19401;Histidinibacterium_lentulum;ND4;NADH-quinone oxidoreductase subunit M;51;12;6;14;4;11;14;38;6;33;59;10;28;38;17;20;29;10;16;45
19402;Rhizobium_etli;ND4;NADH-quinone oxidoreductase subunit M;40;13;9;12;2;9;10;37;7;32;55;13;24;33;13;23;22;12;18;41
19403;Pseudooceanicola_batsensis;ND4;NADH-quinone oxidoreductase subunit M;40;9;6;13;1;8;9;34;6;29;56;10;28;31;14;23;26;9;14;36
19404;Ruegeria_meonggei;ND4;NADH-quinone oxidoreductase subunit M;42;10;4;14;1;7;9;33;7;26;52;9;29;35;13;24;24;7;15;41
19405;Litoreibacter_ponti;ND4;NADH-quinone oxidoreductase subunit M;38;10;5;14;3;7;7;33;7;34;48;9;25;29;12;20;27;8;15;32
19406;Sphingomonas_mali;ND4;NADH-quinone oxidoreductase subunit M;41;11;7;9;3;8;13;33;8;25;58;8;21;28;16;21;21;9;16;32
19407;Ruegeria_marisrubri;ND4;NADH-quinone oxidoreductase subunit M;42;10;4;15;0;8;9;33;6;26;51;9;29;35;12;25;23;7;15;43
